,index,question,answer,category,l2_category,meta_info,pid,output,extracted_choice,correct,model,condition,meta_model,Unnamed: 0,qid,answer_type,num_responses,answers,extracted_choices,confidences,mean_accuracy,std_accuracy,mean_confidence,std_confidence,accuracies,subject_agreements,agreement,human_qid,original_question
40,40,"What type of scene is depicted in this image?
Options: A: A workspace, B: A beach vacation, C: A tropical restaurant, D: A desert oasis
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",A,coarse perception,image scene and topic,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/40.jpg'}",40,C,C,0.0,Qwen3-VL-4B-Instruct_A4_mmstar_15_blind_inst,inst blind,open-source model,,,,,,,,,,,,,,,,
41,41,"What is the general theme of this image?
Options: A: Candy buffet, B: Ice cream sundae, C: Yogurt containers, D: Fruit desserts
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",B,coarse perception,image scene and topic,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/41.jpg'}",41,B,B,100.0,Qwen3-VL-4B-Instruct_A4_mmstar_15_blind_inst,inst blind,open-source model,,,,,,,,,,,,,,,,
43,43,"Based on the image, which statement best describes the likely purpose of the setting?
Options: A: A photoshoot for greeting cards, B: A scientific research site, C: A festive celebration, D: A picnic spot for a group of people
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",A,coarse perception,image scene and topic,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/43.jpg'}",43,C,C,0.0,Qwen3-VL-4B-Instruct_A4_mmstar_15_blind_inst,inst blind,open-source model,,,,,,,,,,,,,,,,
45,45,"What is the main focus of the image?
Options: A: A person playing a guitar in front of a choir, B: A choir singing on a stage, C: A man sitting in a chair playing a guitar, D: A man playing a guitar in front of a group of people
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",C,coarse perception,image scene and topic,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/45.jpg'}",45,A,A,0.0,Qwen3-VL-4B-Instruct_A4_mmstar_15_blind_inst,inst blind,open-source model,,,,,,,,,,,,,,,,
46,46,"Which image shows the highest sharpness?
Options: A: upper left, B: upper right, C: down left, D: down right
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",A,coarse perception,image style & quality,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/46.jpg'}",46,A,A,100.0,Qwen3-VL-4B-Instruct_A4_mmstar_15_blind_inst,inst blind,open-source model,,,,,,,,,,,,,,,,
47,47,"What kind of weather is depicted in the picture?
Options: A: sunny, B: rainy, C: windy, D: snowy
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",C,coarse perception,image scene and topic,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/47.jpg'}",47,A,A,0.0,Qwen3-VL-4B-Instruct_A4_mmstar_15_blind_inst,inst blind,open-source model,,,,,,,,,,,,,,,,
49,49,"Which image is more brightful?
Options: A: The first image, B: The second image, C: nan, D: nan
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",A,coarse perception,image style & quality,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/49.jpg'}",49,A,A,100.0,Qwen3-VL-4B-Instruct_A4_mmstar_15_blind_inst,inst blind,open-source model,,,,,,,,,,,,,,,,
50,50,"which image is more colorful?
Options: A: The first image, B: The second image, C: nan, D: nan
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",A,coarse perception,image style & quality,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/50.jpg'}",50,B,B,0.0,Qwen3-VL-4B-Instruct_A4_mmstar_15_blind_inst,inst blind,open-source model,,,,,,,,,,,,,,,,
51,51,"what style is depicted in this image?
Options: A: impressionism, B: post-Impressionism, C: modernism, D: dadaism
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",D,coarse perception,image style & quality,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/51.jpg'}",51,B,B,0.0,Qwen3-VL-4B-Instruct_A4_mmstar_15_blind_inst,inst blind,open-source model,,,,,,,,,,,,,,,,
53,53,"Which emotion is being depicted in this image?
Options: A: happiness, B: sadness, C: anger, D: loneliness
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",B,coarse perception,image emotion,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/53.jpg'}",53,A,A,0.0,Qwen3-VL-4B-Instruct_A4_mmstar_15_blind_inst,inst blind,open-source model,,,,,,,,,,,,,,,,
54,54,"Which term matches the picture?
Options: A: basket star, B: brittle star, C: nan, D: nan
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",A,coarse perception,image scene and topic,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/54.jpg'}",54,B,B,0.0,Qwen3-VL-4B-Instruct_A4_mmstar_15_blind_inst,inst blind,open-source model,,,,,,,,,,,,,,,,
56,56,"What color dominates the logo seen on the wall?
Options: A: Red, B: Black and White, C: Yellow, D: Blue
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",A,coarse perception,image scene and topic,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/56.jpg'}",56,B,B,0.0,Qwen3-VL-4B-Instruct_A4_mmstar_15_blind_inst,inst blind,open-source model,,,,,,,,,,,,,,,,
59,59,"What is the main color of the image?
Options: A: Red, B: Green, C: Black, D: White
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",D,coarse perception,image scene and topic,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/59.jpg'}",59,C,C,0.0,Qwen3-VL-4B-Instruct_A4_mmstar_15_blind_inst,inst blind,open-source model,,,,,,,,,,,,,,,,
67,67,"What is the dominant color scheme in this image?
Options: A: White and blue, B: Blue and green, C: Brown and yellow, D: Pink and orange
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",B,coarse perception,image scene and topic,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/67.jpg'}",67,A,A,0.0,Qwen3-VL-4B-Instruct_A4_mmstar_15_blind_inst,inst blind,open-source model,,,,,,,,,,,,,,,,
68,68,"What is the overall mood or atmosphere of the image?
Options: A: Joyful and energetic, B: Intimate and cozy, C: Dark and gloomy, D: Serene and peaceful
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",A,coarse perception,image emotion,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/68.jpg'}",68,D,D,0.0,Qwen3-VL-4B-Instruct_A4_mmstar_15_blind_inst,inst blind,open-source model,,,,,,,,,,,,,,,,
69,69,"Which mood does this image convey?
Options: A: Sad, B: Anxious, C: Happy, D: Angry
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",D,coarse perception,image emotion,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/69.jpg'}",69,C,C,0.0,Qwen3-VL-4B-Instruct_A4_mmstar_15_blind_inst,inst blind,open-source model,,,,,,,,,,,,,,,,
75,75,"What is the predominant feature of the forest in the image?
Options: A: The ground is dry and covered in brown dirt, B: The trees are all tall and bare with no leaves, C: The trees are covered in green ivy and climbing vines, D: The bark on the trees is white and peeling
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",B,coarse perception,image scene and topic,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/75.jpg'}",75,C,C,0.0,Qwen3-VL-4B-Instruct_A4_mmstar_15_blind_inst,inst blind,open-source model,,,,,,,,,,,,,,,,
76,76,"What is the main theme of the image?
Options: A: Bearded men, B: Bathroom hygiene, C: Royal monarchy, D: Home decor
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",A,coarse perception,image scene and topic,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/76.jpg'}",76,B,B,0.0,Qwen3-VL-4B-Instruct_A4_mmstar_15_blind_inst,inst blind,open-source model,,,,,,,,,,,,,,,,
78,78,"What is the color theme of the bathroom?
Options: A: Gray and white, B: Beige and white, C: Black and white, D: Brown and white
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",B,coarse perception,image scene and topic,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/78.jpg'}",78,C,C,0.0,Qwen3-VL-4B-Instruct_A4_mmstar_15_blind_inst,inst blind,open-source model,,,,,,,,,,,,,,,,
81,81,"What is the most frequent color shown in the image?
Options: A: White, B: Brown, C: Blue, D: Green
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",D,coarse perception,image scene and topic,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/81.jpg'}",81,A,A,0.0,Qwen3-VL-4B-Instruct_A4_mmstar_15_blind_inst,inst blind,open-source model,,,,,,,,,,,,,,,,
82,82,"What is the overall theme of the image?
Options: A: Fashion, B: Wildlife, C: Nature, D: Photography
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",D,coarse perception,image scene and topic,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/82.jpg'}",82,C,C,0.0,Qwen3-VL-4B-Instruct_A4_mmstar_15_blind_inst,inst blind,open-source model,,,,,,,,,,,,,,,,
83,83,"What is the main object in the image?
Options: A: The guitar, B: The man, C: The woman, D: The person on stage
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",D,coarse perception,image scene and topic,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/83.jpg'}",83,A,A,0.0,Qwen3-VL-4B-Instruct_A4_mmstar_15_blind_inst,inst blind,open-source model,,,,,,,,,,,,,,,,
89,89,"Which object is the most central in the image?
Options: A: Woman in white dress, B: Actor in a white dress on the red carpet at a festival, C: Refrigerator, D: Red Carpet
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",A,coarse perception,image scene and topic,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/89.jpg'}",89,B,B,0.0,Qwen3-VL-4B-Instruct_A4_mmstar_15_blind_inst,inst blind,open-source model,,,,,,,,,,,,,,,,
94,94,"What is the color of the majority of objects in the image?
Options: A: White, B: Gray, C: Blue, D: Green
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",A,coarse perception,image scene and topic,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/94.jpg'}",94,A,A,100.0,Qwen3-VL-4B-Instruct_A4_mmstar_15_blind_inst,inst blind,open-source model,,,,,,,,,,,,,,,,
97,97,"Which mood does this image convey?
Options: A: Cozy, B: Anxious, C: Happy, D: Angry
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",C,coarse perception,image emotion,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/97.jpg'}",97,C,C,100.0,Qwen3-VL-4B-Instruct_A4_mmstar_15_blind_inst,inst blind,open-source model,,,,,,,,,,,,,,,,
100,100,"Which is the main topic of the image
Options: A: A woman surfing, B: A man skiting, C: A man surfing, D: A woman skiting
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",C,coarse perception,image scene and topic,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/100.jpg'}",100,C,C,100.0,Qwen3-VL-4B-Instruct_A4_mmstar_15_blind_inst,inst blind,open-source model,,,,,,,,,,,,,,,,
