,category,l2_category,question,answer,correct
765,logical reasoning,common reasoning,"If someone wanted to match their sock and shoe colors in this image, what color should their socks be?
Options: A: Blue, B: White, C: Brown, D: Black",A,0.2
745,logical reasoning,common reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Subtract all large rubber spheres. Subtract all big shiny cylinders. How many objects are left?
Choices:
(A) 0
(B) 2
(C) 5
(D) 4",D,0.2
1117,math,statistical reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: How many items sold less than 5 units in at least one store?
Choices:
(A) 0
(B) 4
(C) 3
(D) 2",D,0.2
727,logical reasoning,common reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Choose the answer.
Choices:
(A) A
(B) B
(C) C
(D) D",A,0.2
731,logical reasoning,common reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Is the number of green buss greater than the number of blue school buss?
Choices:
(A) Yes
(B) No
(C) nan
(D) nan",A,0.2
733,logical reasoning,common reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Move the ruler to measure the length of the line to the nearest centimeter. The line is about (_) centimeters long.
Choices:
(A) 4
(B) 5
(C) 9
(D) 11",C,0.2
1076,math,numeric commonsense and calculation,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What time does the clock show?
Choices:
(A) 9:30
(B) 1:30
(C) 4:30
(D) 5:30",C,0.2
1079,math,numeric commonsense and calculation,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Which of the cubes is not identical to the unfolded net?
Choices:
(A) A
(B) B
(C) C
(D) D",D,0.2
1332,science & technology,electronics & energy & mechanical eng.,"Among the following binary trees, which one may become a binary search decision tree (excluding external nodes)
Options: A: <image 1>, B: <image 2>, C: <image 3>, D: <image 4>",A,0.2
1070,math,numeric commonsense and calculation,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What fraction of the shape is blue?
Choices:
(A) 3/11
(B) 8/11
(C) 6/11
(D) 3/5",A,0.2
1287,science & technology,biology & chemistry & physics,"Which label contains poison?
Options: A: A, B: C, C: B, D: I",B,0.2
726,logical reasoning,common reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Are there fewer large matte utility bikes than small yellow bicycles?
Choices:
(A) Yes
(B) No
(C) nan
(D) nan",A,0.2
1127,math,statistical reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In which year there was lowest per capita real gross domestic product of ohio?
Choices:
(A) 2000
(B) 2001
(C) 2002
(D) 2003",B,0.2
1105,math,statistical reasoning,"Graph 3 shows the number of injuries and illnesses a corporation reported per 100 full-time workers from 2003 to 2011. The solid line is the regression line for the data. The dotted line connects the points for 2003 and 2011; it represents the average rate of change in reported injuries and illness over the eight-year period. <image 1> The least-squares regression line is least successful at predicting the number of injury and illness reports in ____________.
Options: A: 2003, B: 2005, C: 2007, D: 2009",D,0.2
1106,math,statistical reasoning,"Groups of men from three different areas of the country are to be tested for mean weight. The entries in Table 12.13 are the weights for the different groups. <image 1> What is the Mean Square Factor?
Options: A: 2,309.6, B: 2,325.5, C: 2,328.1, D: 2,469.6",D,0.2
1169,math,statistical reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Which number on the monitor is higher?
Choices:
(A) top
(B) bottom
(C) left
(D) right",B,0.2
1241,science & technology,biology & chemistry & physics,"What do these calcifications represent? <image 1> 
Options: A: Gallstones, B: Pancreatic calcifications, C: Calcified hematoma of the liver, D: Hepatic artery aneurysms",A,0.2
1229,science & technology,biology & chemistry & physics,"The letter F is labeling which leaf?
Options: A: Serrate, B: Crenate, C: Incised, D: Dentate",A,0.2
1230,science & technology,biology & chemistry & physics,"The manufacture of compound F requires five separate chemical reactions. The initial reactant, compound A, is converted to compound B, compound B is converted to compound C, and so on. The diagram below summarizes the steps in the manufacture of compound F, including the percent yield for each step. Provide the missing quantities or missing percent yields.Assume that the reactant and product in each step react in a one-to-one mole ratio. <image 1>
Options: A: 20.0%,0.50 mol,0.05 mol,20.0%, B: 30.0%,0.50 mol,0.05 mol,20.0%, C: 40.0%,0.50 mol,0.05 mol,20.0%, D: 50.0%,0.50 mol,0.05 mol,20.0%",D,0.2
1175,math,statistical reasoning,"The Booth Company's sales are forecasted to double from $1,000 in 2010 to $2,000 in 2011. Here is the December 31, 2010, balance sheet: <image 1> Booth's fixed assets were used to only 50% of capacity during 2010, but its current assets were at their proper levels in relation to sales. All assets except fixed assets must increase at the same rate as sales, and fixed assets would also have to increase at the same rate if the current excess capacity did not exist. Booth's after-tax profit margin is forecasted to be 5% and its payout ratio to be 60%. What is Booth's additional funds needed (AFN) for the coming year?
Options: A: 360, B: Other Answers, C: nan, D: nan",A,0.2
1208,science & technology,biology & chemistry & physics,"In the diagram of the food web shown, what do flat fish eat as food?
Options: A: fan worm, B: nurse shark, C: giant clam, D: turtle grass",B,0.2
1193,science & technology,biology & chemistry & physics,"Complete the text to describe the diagram.
Solute particles moved in both directions across the permeable membrane. But more solute particles moved across the membrane (). When there was an equal concentration on both sides, the particles reached equilibrium.
Options: A: to the left than to the right, B: to the right than to the left, C: nan, D: nan",A,0.2
684,logical reasoning,code & sequence reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Calculate the missing value.
Choices:
(A) 1
(B) 2
(C) 3
(D) 4",A,0.2
801,logical reasoning,common reasoning,"What will happen next?
Options: A: the girls is gonna turn the pan around, B: the pan itself is gonna fly into the woman's face, C: nothing is gonna happen, D: both A,B, and C",B,0.2
795,logical reasoning,common reasoning,"What might the woman in the image be doing?
Options: A: Giving a presentation at work, B: Teaching in a classroom, C: Protesting in a demonstration, D: Asking for directions",B,0.2
1203,science & technology,biology & chemistry & physics,"How many stages does the whitefly nymph life cycle consist of?
Options: A: 4, B: 5, C: 6, D: 3",C,0.2
1183,science & technology,biology & chemistry & physics,"<image 1>A beam of light passes from medium 1 to medium 2 to medium 3 as shown in the diagram. What may be concluded about the speed of light in each medium?
Options: A: v_3 > v_1 > v_2, B: v_1 > v_2 > v_3, C: v_1 > v_3 < v_2, D: v_2 > v_3 > v_1",A,0.2
1190,science & technology,biology & chemistry & physics,"An electrically neutral subatomic particle in the baryon family is ?
Options: A: A, B: C, C: D, D: B",B,0.2
1222,science & technology,biology & chemistry & physics,"Stage 3 is shown at which letter?
Options: A: C, B: A, C: B, D: E",B,0.2
17,coarse perception,image emotion,"Which mood does this image convey?
Options: A: Sad, B: Anxious, C: Happy, D: Angry",D,0.1891891891891892
665,instance reasoning,single-instance reasoning,"Which action is performed in this image?
Options: A: swimming backstroke, B: jumping into pool, C: situp, D: water sliding",C,0.18181818181818182
682,logical reasoning,code & sequence reasoning,"H+B53int: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Choose the answer for the missing picture.
Choices:
(A) 1
(B) 2
(C) 3
(D) 4",D,0.18181818181818182
814,logical reasoning,common reasoning,"Which corner doesn't have any food?
Options: A: top-right, B: top-left, C: bottom-left, D: bottom-right",D,0.18181818181818182
811,logical reasoning,common reasoning,"Where is the young man in the black robe seated in the painting?
Options: A: On a bench, B: None of the above, C: In front of a sculpture, D: On the ground",B,0.18181818181818182
805,logical reasoning,common reasoning,"What will happen next?
Options: A: the person is gonna fall off the ladder, B: the person is gonna stand still on the ladder, C: someone is gonna come and hold the ladder, D: both A,B, and C",A,0.18181818181818182
803,logical reasoning,common reasoning,"What will happen next?
Options: A: the man is gonna walk back, B: the man is gonna fall, C: the man is gonna get up, D: both A,B, and C",B,0.18181818181818182
843,logical reasoning,diagram reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In how many years, is the percentage of amount earned from merchandise imports in Canada greater than the average percentage of amount earned from merchandise imports in Canada taken over all years ?
Choices:
(A) 0
(B) 2
(C) 1
(D) 3",B,0.18181818181818182
836,logical reasoning,diagram reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: How many methods in the table achieve an A-847 score higher than 20.0?
Choices:
(A) 0
(B) 1
(C) 2
(D) 3",D,0.18181818181818182
686,logical reasoning,code & sequence reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Can you find the missing term?
Choices:
(A) 0
(B) 5
(C) 1
(D) 10",D,0.18181818181818182
781,logical reasoning,common reasoning,"What is the basketball player on the left doing in the image?
Options: A: Dribbling the ball, B: Throwing the ball to a teammate, C: Trying to tackle the other player, D: Standing still",C,0.18181818181818182
779,logical reasoning,common reasoning,"What is the age group of the people in this image generally aimed at?
Options: A: Middle-aged people, B: Teenagers, C: Children, D: Elderly people",A,0.18181818181818182
640,instance reasoning,single-instance reasoning,"What's the profession of the people in this picture?
Options: A: astronaut, B: chemist, C: musician, D: pianist",A,0.18181818181818182
639,instance reasoning,single-instance reasoning,"What's the function of the demonstrated object?
Options: A: prepare food and cook meals, B: sleep, C: a sanitary facility used for excretion, D: Play basketball",B,0.18181818181818182
634,instance reasoning,single-instance reasoning,"What's the function of the demonstrated object?
Options: A: grill, B: filtration, C: flavouring, D: Pick-up",C,0.18181818181818182
453,instance reasoning,cross-instance attribute reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Is the number of buss that are in front of the big yellow aeroplane less than the number of matte bicycles that are on the right side of the tiny thing?
Choices:
(A) Yes
(B) No
(C) nan
(D) nan",A,0.18181818181818182
