,image_id,question_id,question_type,question,answers,multiple_choice_answer,answer_type,pid,output,answer_similarity,correct,model,condition,meta_model,﻿question_num,answer,confidence,time_spent_seconds,answer_timestamp,participant_id,answer_original,answer_raw,answer_normalized,gt_answers,visual_gt,base_model,model_size,training_stage,training_objective,training_data_condition,training_dataset,blind_n,evaluation_model_type,model_display
708,COCO_val2014_000000088120.jpg,88120004,are,"Question: Are her pants tight? Answer the question using a single word or phrase. 
Answer:
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
","[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",no,yes/no,708.0,yes,73.4,0.0,Qwen3‑VL‑4B | SFT‑Blind VQA,inst blind,open-source model,,,,,,,,,,,,Qwen3-VL,4.0,pretrained,sft_majority,multimodal,vqa,15.0,model,Qwen3-VL-4B | SFT‑VQA
712,COCO_val2014_000000388601.jpg,388601002,what,"Question: What food is the sleeping bag? Answer the question using a single word or phrase. 
Answer:
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
","[{'answer': 'pizza', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'pizza', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'pizza', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'resemble pizza', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'pizza', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'pizza', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'pizza', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'pizza', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'pizza', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'pizza', 'answer_confidence': 'yes', 'answer_id': 10}]",pizza,other,712.0,sleeping bag,26.6,0.0,Qwen3‑VL‑4B | SFT‑Blind VQA,inst blind,open-source model,,,,,,,,,,,,Qwen3-VL,4.0,pretrained,sft_majority,multimodal,vqa,15.0,model,Qwen3-VL-4B | SFT‑VQA
725,COCO_val2014_000000122549.jpg,122549116,what,"Question: What hairstyle does this guy have? Answer the question using a single word or phrase. 
Answer:
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
","[{'answer': 'shaved head', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'shaved', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'close-shaved head', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'buzz cut', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'shaved', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'shaved', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'shaved', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'buzz cut', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'buzz cut', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'crew cut', 'answer_confidence': 'yes', 'answer_id': 10}]",shaved,other,725.0,short hair,60.6,0.0,Qwen3‑VL‑4B | SFT‑Blind VQA,inst blind,open-source model,,,,,,,,,,,,Qwen3-VL,4.0,pretrained,sft_majority,multimodal,vqa,15.0,model,Qwen3-VL-4B | SFT‑VQA
726,COCO_val2014_000000560440.jpg,560440009,is the,"Question: Is the photo colored? Answer the question using a single word or phrase. 
Answer:
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
","[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",yes,yes/no,726.0,yes,100.0,100.0,Qwen3‑VL‑4B | SFT‑Blind VQA,inst blind,open-source model,,,,,,,,,,,,Qwen3-VL,4.0,pretrained,sft_majority,multimodal,vqa,15.0,model,Qwen3-VL-4B | SFT‑VQA
728,COCO_val2014_000000437947.jpg,437947001,where is the,"Question: Where is the sink in the picture? Answer the question using a single word or phrase. 
Answer:
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
","[{'answer': 'on table', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'on island', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'middle', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'right side', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'island', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'on right', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'on right', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'right side', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'far right', 'answer_confidence': 'yes', 'answer_id': 10}]",on right,other,728.0,kitchen,29.3,0.0,Qwen3‑VL‑4B | SFT‑Blind VQA,inst blind,open-source model,,,,,,,,,,,,Qwen3-VL,4.0,pretrained,sft_majority,multimodal,vqa,15.0,model,Qwen3-VL-4B | SFT‑VQA
730,COCO_val2014_000000128034.jpg,128034004,do,"Question: Do these look like school buses? Answer the question using a single word or phrase. 
Answer:
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
","[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",no,yes/no,730.0,yes,73.4,33.3,Qwen3‑VL‑4B | SFT‑Blind VQA,inst blind,open-source model,,,,,,,,,,,,Qwen3-VL,4.0,pretrained,sft_majority,multimodal,vqa,15.0,model,Qwen3-VL-4B | SFT‑VQA
731,COCO_val2014_000000126592.jpg,126592007,what,"Question: What road is nearby? Answer the question using a single word or phrase. 
Answer:
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
","[{'answer': 'sutter street', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'sutter st', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'sutter', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'sutter', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'sutter', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'sutter', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'sutter st', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'sutter', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'sutter st', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'sutter street', 'answer_confidence': 'yes', 'answer_id': 10}]",sutter,other,731.0,road,25.8,0.0,Qwen3‑VL‑4B | SFT‑Blind VQA,inst blind,open-source model,,,,,,,,,,,,Qwen3-VL,4.0,pretrained,sft_majority,multimodal,vqa,15.0,model,Qwen3-VL-4B | SFT‑VQA
732,COCO_val2014_000000334915.jpg,334915004,how many people are in,"Question: How many people are in this photo? Answer the question using a single word or phrase. 
Answer:
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
","[{'answer': '3', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '4', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': '3', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': '5', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '7', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '3', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 10}]",3,number,732.0,2,86.7,0.0,Qwen3‑VL‑4B | SFT‑Blind VQA,inst blind,open-source model,,,,,,,,,,,,Qwen3-VL,4.0,pretrained,sft_majority,multimodal,vqa,15.0,model,Qwen3-VL-4B | SFT‑VQA
733,COCO_val2014_000000085826.jpg,85826002,is the,"Question: Is the baby sleeping? Answer the question using a single word or phrase. 
Answer:
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
","[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",no,yes/no,733.0,yes,73.4,0.0,Qwen3‑VL‑4B | SFT‑Blind VQA,inst blind,open-source model,,,,,,,,,,,,Qwen3-VL,4.0,pretrained,sft_majority,multimodal,vqa,15.0,model,Qwen3-VL-4B | SFT‑VQA
735,COCO_val2014_000000337083.jpg,337083001,what is the,"Question: What is the main color of the building? Answer the question using a single word or phrase. 
Answer:
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
","[{'answer': 'beige', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'tan', 'answer_confidence': 'maybe', 'answer_id': 2}, {'answer': 'yellow', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'tan', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'brown', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'tan', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'coral', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': 'beige', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'brown', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'yellow', 'answer_confidence': 'yes', 'answer_id': 10}]",tan,other,735.0,white,41.1,0.0,Qwen3‑VL‑4B | SFT‑Blind VQA,inst blind,open-source model,,,,,,,,,,,,Qwen3-VL,4.0,pretrained,sft_majority,multimodal,vqa,15.0,model,Qwen3-VL-4B | SFT‑VQA
736,COCO_val2014_000000455219.jpg,455219002,how many,"Question: How many animals are there? Answer the question using a single word or phrase. 
Answer:
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
","[{'answer': '2', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '2', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 10}]",2,number,736.0,2,100.0,100.0,Qwen3‑VL‑4B | SFT‑Blind VQA,inst blind,open-source model,,,,,,,,,,,,Qwen3-VL,4.0,pretrained,sft_majority,multimodal,vqa,15.0,model,Qwen3-VL-4B | SFT‑VQA
739,COCO_val2014_000000357532.jpg,357532001,is there a,"Question: Is there a fence around the top row of seats? Answer the question using a single word or phrase. 
Answer:
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
","[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",yes,yes/no,739.0,yes,100.0,100.0,Qwen3‑VL‑4B | SFT‑Blind VQA,inst blind,open-source model,,,,,,,,,,,,Qwen3-VL,4.0,pretrained,sft_majority,multimodal,vqa,15.0,model,Qwen3-VL-4B | SFT‑VQA
740,COCO_val2014_000000442746.jpg,442746004,do,"Question: Do people come here to sit? Answer the question using a single word or phrase. 
Answer:
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
","[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 10}]",yes,yes/no,740.0,yes,100.0,100.0,Qwen3‑VL‑4B | SFT‑Blind VQA,inst blind,open-source model,,,,,,,,,,,,Qwen3-VL,4.0,pretrained,sft_majority,multimodal,vqa,15.0,model,Qwen3-VL-4B | SFT‑VQA
743,COCO_val2014_000000124601.jpg,124601004,how many,"Question: How many oranges are there? Answer the question using a single word or phrase. 
Answer:
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
","[{'answer': '0', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '0', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '0', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '0', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': '0', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '0', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '0', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '0', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '0', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '0', 'answer_confidence': 'yes', 'answer_id': 10}]",0,number,743.0,2,52.9,0.0,Qwen3‑VL‑4B | SFT‑Blind VQA,inst blind,open-source model,,,,,,,,,,,,Qwen3-VL,4.0,pretrained,sft_majority,multimodal,vqa,15.0,model,Qwen3-VL-4B | SFT‑VQA
748,COCO_val2014_000000534252.jpg,534252001,what is the,"Question: What is the dog looking at? Answer the question using a single word or phrase. 
Answer:
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
","[{'answer': 'sandals', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'shoes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'shoe', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'sandals', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'shoes', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'sandal', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'sandal', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'shoe', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'shoes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'sandal', 'answer_confidence': 'yes', 'answer_id': 10}]",sandal,other,748.0,cat,26.6,0.0,Qwen3‑VL‑4B | SFT‑Blind VQA,inst blind,open-source model,,,,,,,,,,,,Qwen3-VL,4.0,pretrained,sft_majority,multimodal,vqa,15.0,model,Qwen3-VL-4B | SFT‑VQA
749,COCO_val2014_000000444302.jpg,444302001,what is the,"Question: What is the number on the pole? Answer the question using a single word or phrase. 
Answer:
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
","[{'answer': '25', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '25', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '25', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '25', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '25', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '25', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '25', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '25', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '25', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '25', 'answer_confidence': 'yes', 'answer_id': 10}]",25,number,749.0,12,61.9,0.0,Qwen3‑VL‑4B | SFT‑Blind VQA,inst blind,open-source model,,,,,,,,,,,,Qwen3-VL,4.0,pretrained,sft_majority,multimodal,vqa,15.0,model,Qwen3-VL-4B | SFT‑VQA
752,COCO_val2014_000000333371.jpg,333371004,how many,"Question: How many engines? Answer the question using a single word or phrase. 
Answer:
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
","[{'answer': '4', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': '4', 'answer_confidence': 'maybe', 'answer_id': 2}, {'answer': '4', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': '4', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': '4', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': '2', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': '4', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': '4', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 10}]",4,number,752.0,2,83.4,100.0,Qwen3‑VL‑4B | SFT‑Blind VQA,inst blind,open-source model,,,,,,,,,,,,Qwen3-VL,4.0,pretrained,sft_majority,multimodal,vqa,15.0,model,Qwen3-VL-4B | SFT‑VQA
