,index,question,answer,category,l2_category,meta_info,pid,output,extracted_choice,correct,model,condition,Unnamed: 0,qid,answer_type,num_responses,answers,extracted_choices,confidences,mean_accuracy,std_accuracy,mean_confidence,std_confidence,accuracies,subject_agreements,agreement,human_qid,original_question
975,975,"If you were to sit on the chair closest to the window, which color would the chair be?
Options: A: Green, B: Blue, C: Red, D: White
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",A,logical reasoning,common reasoning,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/975.jpg'}",975,b,B,0.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,,,,,,,,,,,,,,,,,
988,988,"What is the most likely purpose of this poster?
Options: A: To celebrate New Year., B: To celebrate someone's birthday., C: To celebrate Christmas., D: To celebrate National Day.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",C,logical reasoning,common reasoning,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/988.jpg'}",988,c,C,100.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,,,,,,,,,,,,,,,,,
1499,1499,"How many chirality centers does the following molecule have? <image 1>
Options: A: 5, B: Other Answers, C: nan, D: nan
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",A,science & technology,biology & chemistry & physics,"{'source': 'MMMU', 'split': 'val', 'image_path': 'images/1499.jpg'}",1499,a,A,100.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,,,,,,,,,,,,,,,,,
0,0,"Which option describe the object relationship in the image correctly?
Options: A: The suitcase is on the book., B: The suitcase is beneath the cat., C: The suitcase is beneath the bed., D: The suitcase is beneath the book.
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",A,coarse perception,image scene and topic,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/0.jpg'}",0,c,C,0.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,inst blind,,,,,,,,,,,,,,,,
1,1,"What is the main feature in the background of the image?
Options: A: A park bench near the water., B: A couple sitting on a bench., C: A body of water and the Golden Gate Bridge., D: A mountain in the distance.
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",B,coarse perception,image scene and topic,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/1.jpg'}",1,c,C,0.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,inst blind,,,,,,,,,,,,,,,,
3,3,"What is the most prominent feature in the image?
Options: A: The skyline, B: The golf course, C: The trees, D: The person
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",C,coarse perception,image scene and topic,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/3.jpg'}",3,a,A,0.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,inst blind,,,,,,,,,,,,,,,,
4,4,"What is the center of focus in the image?
Options: A: A man writing in a book, B: A boy with his head in his hands surrounded by books, C: A cluttered desk with books and a pen, D: A stack of books covering a young man's face
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",A,coarse perception,image scene and topic,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/4.jpg'}",4,a,A,100.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,inst blind,,,,,,,,,,,,,,,,
7,7,"What is the primary subject in this image?
Options: A: a guitar, B: a man on stage, C: a microphone, D: a concert
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",D,coarse perception,image scene and topic,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/7.jpg'}",7,b,B,0.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,inst blind,,,,,,,,,,,,,,,,
9,9,"What feeling is represented in this image?
Options: A: engaged, B: distressed, C: angry, D: sad
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",D,coarse perception,image emotion,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/9.jpg'}",9,b,B,0.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,inst blind,,,,,,,,,,,,,,,,
10,10,"What time of day is it in the image?
Options: A: Noon, B: Evening, C: Night, D: Dawn
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",D,coarse perception,image scene and topic,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/10.jpg'}",10,c,C,0.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,inst blind,,,,,,,,,,,,,,,,
12,12,"What is the main focus of this image?
Options: A: The grassy hill, B: The sculpture, C: The fence, D: The building
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",A,coarse perception,image scene and topic,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/12.jpg'}",12,b,B,0.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,inst blind,,,,,,,,,,,,,,,,
13,13,"Which mood does this image convey?
Options: A: Sad, B: Cozy, C: Happy, D: Angry
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",B,coarse perception,image emotion,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/13.jpg'}",13,b,B,100.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,inst blind,,,,,,,,,,,,,,,,
17,17,"What is the overall theme of the image?
Options: A: Beach vacation, B: Athletic lifestyle, C: Summer fashion, D: Urban street style
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",C,coarse perception,image scene and topic,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/17.jpg'}",17,c,C,100.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,inst blind,,,,,,,,,,,,,,,,
21,21,"What is the overall theme of this image?
Options: A: Sports, B: Sunset, C: Nature, D: Kids playing
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",B,coarse perception,image scene and topic,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/21.jpg'}",21,c,C,0.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,inst blind,,,,,,,,,,,,,,,,
27,27,"What is happening in the image?
Options: A: A group of men are playing soccer on a field., B: A football player is kicking a ball., C: A soccer player is practicing ball control at the stadium., D: An Olympic athlete is competing in a soccer match.
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",A,coarse perception,image scene and topic,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/27.jpg'}",27,a,A,100.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,inst blind,,,,,,,,,,,,,,,,
33,33,"What kind of environment is depicted in the image?
Options: A: A historical site, B: A religious location, C: A residential area, D: A garden
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",A,coarse perception,image scene and topic,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/33.jpg'}",33,b,B,0.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,inst blind,,,,,,,,,,,,,,,,
36,36,"What is the overall scene depicted in this image?
Options: A: A group of people ice skating on a frozen lake surrounded by snowy trees and hills, B: A small town during a winter snowfall with snow-covered buildings and trees, C: A busy city street during Christmas time with decorated buildings and light displays, D: A ski resort town with snowy mountains and ski lifts visible in the background
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",B,coarse perception,image scene and topic,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/36.jpg'}",36,b,B,100.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,inst blind,,,,,,,,,,,,,,,,
38,38,"Which of the following best describes the view from the deck?
Options: A: A view of a forest, B: A view of the cityscape, C: A view of the mountains, D: A view of a body of water
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",A,coarse perception,image scene and topic,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/38.jpg'}",38,b,B,0.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,inst blind,,,,,,,,,,,,,,,,
40,40,"What type of scene is depicted in this image?
Options: A: A workspace, B: A beach vacation, C: A tropical restaurant, D: A desert oasis
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",A,coarse perception,image scene and topic,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/40.jpg'}",40,a,A,100.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,inst blind,,,,,,,,,,,,,,,,
41,41,"What is the general theme of this image?
Options: A: Candy buffet, B: Ice cream sundae, C: Yogurt containers, D: Fruit desserts
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",B,coarse perception,image scene and topic,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/41.jpg'}",41,b,B,100.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,inst blind,,,,,,,,,,,,,,,,
43,43,"Based on the image, which statement best describes the likely purpose of the setting?
Options: A: A photoshoot for greeting cards, B: A scientific research site, C: A festive celebration, D: A picnic spot for a group of people
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",A,coarse perception,image scene and topic,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/43.jpg'}",43,d,D,0.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,inst blind,,,,,,,,,,,,,,,,
45,45,"What is the main focus of the image?
Options: A: A person playing a guitar in front of a choir, B: A choir singing on a stage, C: A man sitting in a chair playing a guitar, D: A man playing a guitar in front of a group of people
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",C,coarse perception,image scene and topic,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/45.jpg'}",45,b,B,0.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,inst blind,,,,,,,,,,,,,,,,
46,46,"Which image shows the highest sharpness?
Options: A: upper left, B: upper right, C: down left, D: down right
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",A,coarse perception,image style & quality,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/46.jpg'}",46,a,A,100.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,inst blind,,,,,,,,,,,,,,,,
47,47,"What kind of weather is depicted in the picture?
Options: A: sunny, B: rainy, C: windy, D: snowy
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",C,coarse perception,image scene and topic,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/47.jpg'}",47,a,A,0.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,inst blind,,,,,,,,,,,,,,,,
49,49,"Which image is more brightful?
Options: A: The first image, B: The second image, C: nan, D: nan
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",A,coarse perception,image style & quality,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/49.jpg'}",49,b,B,0.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,inst blind,,,,,,,,,,,,,,,,
50,50,"which image is more colorful?
Options: A: The first image, B: The second image, C: nan, D: nan
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",A,coarse perception,image style & quality,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/50.jpg'}",50,a,A,100.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,inst blind,,,,,,,,,,,,,,,,
51,51,"what style is depicted in this image?
Options: A: impressionism, B: post-Impressionism, C: modernism, D: dadaism
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",D,coarse perception,image style & quality,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/51.jpg'}",51,c,C,0.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,inst blind,,,,,,,,,,,,,,,,
53,53,"Which emotion is being depicted in this image?
Options: A: happiness, B: sadness, C: anger, D: loneliness
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",B,coarse perception,image emotion,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/53.jpg'}",53,b,B,100.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,inst blind,,,,,,,,,,,,,,,,
54,54,"Which term matches the picture?
Options: A: basket star, B: brittle star, C: nan, D: nan
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Provide only the letter corresponding to the correct choice (A, B, C, or D).
Answer:",A,coarse perception,image scene and topic,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/54.jpg'}",54,b,B,0.0,llava-v1.6-mistral-7b-hf_SFT_vqa_15_blind_inst,inst blind,,,,,,,,,,,,,,,,
