index	question	image	answer	category	l2_category	meta_info	image_path	A	B	C	D
955	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: Subtract all brown matte cylinders. Subtract all big purple matte things. How many objects are left? Choices: (A) 1 (B) 5 (C) 9 (D) 7	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=320x240 at 0x7109C46F9030>	C	logical reasoning	common reasoning	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/954.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
956	What will happen next?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=370x494 at 0x7109C46FA500>	B	logical reasoning	common reasoning	{'source': 'MMBench', 'split': 'val', 'image_path': 'images/955.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
957	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: Which model has the highest Acc score when Pretrain Loss is equal to 1.80? Choices: (A) ICL (B) SFT (C) SFT 1/8 (D) RFT U13B	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1734x1046 at 0x7109C46FAE90>	D	logical reasoning	diagram reasoning	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/956.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
958	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: Subtract all large green matte cubes. Subtract all big green blocks. How many objects are left? Choices: (A) 6 (B) 3 (C) 2 (D) 1	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=320x240 at 0x7109C46F8CA0>	A	logical reasoning	common reasoning	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/957.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
959	What will happen next?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=479x501 at 0x7109C46FBF70>	B	logical reasoning	common reasoning	{'source': 'MMBench', 'split': 'val', 'image_path': 'images/958.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
960	What would be the ideal complexity of the curve which can beused for separating the two classes shown in the image below?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=389x280 at 0x7109C46FB3D0>	A	logical reasoning	diagram reasoning	{'source': 'MMMU', 'split': 'val', 'image_path': 'images/959.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
961	Think about the magnetic force between the magnets in each pair. Which of the following statements is true?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=493x171 at 0x7109C46F90C0>	A	logical reasoning	diagram reasoning	{'source': 'ScienceQA_TEST', 'split': 'val', 'image_path': 'images/960.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
962	What is the name of the colony shown?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=452x595 at 0x7109C46FA7D0>	B	logical reasoning	diagram reasoning	{'source': 'ScienceQA_TEST', 'split': 'val', 'image_path': 'images/961.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
963	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: What is the sum of maximum employment rate and minimum employment? Choices: (A) 31.3 (B) 30.3 (C) 32 (D) 33	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x557 at 0x7109C46F9B40>	A	logical reasoning	diagram reasoning	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/962.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
964	Think about the magnetic force between the magnets in each pair. Which of the following statements is true?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=596x147 at 0x7109C46F9030>	B	logical reasoning	diagram reasoning	{'source': 'ScienceQA_TEST', 'split': 'val', 'image_path': 'images/963.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
965	Which part the body that lies between the thorax and the stinger?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=960x720 at 0x7109C46FA500>	B	logical reasoning	diagram reasoning	{'source': 'AI2D_TEST', 'split': 'val', 'image_path': 'images/964.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
966	Which state is highlighted?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=750x429 at 0x7109C46FAE90>	B	logical reasoning	diagram reasoning	{'source': 'ScienceQA_TEST', 'split': 'val', 'image_path': 'images/965.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
967	What letter shows where the water leaves the soil and goes into the plant?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=250x202 at 0x7109C46F8CA0>	B	logical reasoning	diagram reasoning	{'source': 'AI2D_TEST', 'split': 'val', 'image_path': 'images/966.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
968	What stage is the cooling stage?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=473x546 at 0x7109C46FBF70>	B	logical reasoning	diagram reasoning	{'source': 'AI2D_TEST', 'split': 'val', 'image_path': 'images/967.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
969	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: Choose the answer for the missing picture. Choices: (A) A (B) B (C) C (D) D	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=320x562 at 0x7109C46FB3D0>	A	logical reasoning	code & sequence reasoning	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/968.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
970	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: Move the ruler to measure the length of the line to the nearest centimeter. The line is about (_) centimeters long. Choices: (A) 6 (B) 4 (C) 2 (D) 3	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=342x89 at 0x7109C46F90C0>	B	logical reasoning	common reasoning	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/969.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
971	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: What percentage of trees have leaves? (A) 40 (B) 50 (C) 60 (D) 70	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=700x400 at 0x7109C46FA7D0>	B	logical reasoning	common reasoning	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/970.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
972	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: What is the value of the largest bar? Choices: (A) 1000 (B) 10000 (C) 100 (D) 100000	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=448x448 at 0x7109C46F9B40>	B	logical reasoning	diagram reasoning	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/971.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
973	Graph 1 shows the number of unemployed (in thousands) over a five-month period, organized by level of education completed.  The difference between the number of unemployed high school graduates and the number of unemployed workers without a high school diploma was smallest in ______.	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1030x742 at 0x7109C46F9030>	D	logical reasoning	diagram reasoning	{'source': 'MMMU', 'split': 'val', 'image_path': 'images/972.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
974	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: Subtract all large metal blocks. Subtract all yellow cylinders. How many objects are left? Choices: (A) 4 (B) 5 (C) 2 (D) 6	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=320x240 at 0x7109C46FA500>	D	logical reasoning	common reasoning	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/973.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
975	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: What time is shown? Answer by typing a time word, not a number. It is (_) past three. Choices: (A) half (B) quarter (C) o'clock (D) quarter to	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=95x95 at 0x7109C46FAE90>	B	logical reasoning	common reasoning	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/974.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
976	If you were to sit on the chair closest to the window, which color would the chair be?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x342 at 0x7109C46F8CA0>	A	logical reasoning	common reasoning	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/975.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
977	This picture shows homework for Anna every weekday. Can you tell me what should Anna do on Tuesday?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x345 at 0x7109C46FBF70>	C	logical reasoning	diagram reasoning	{'source': 'MMBench', 'split': 'val', 'image_path': 'images/976.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
978	Which Python code can generate the content of the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=448x83 at 0x7109C46FB3D0>	B	logical reasoning	code & sequence reasoning	{'source': 'MMBench', 'split': 'val', 'image_path': 'images/977.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
979	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: Subtract all large rubber spheres. Subtract all big shiny cylinders. How many objects are left? Choices: (A) 0 (B) 2 (C) 5 (D) 4	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=320x240 at 0x7109C46F90C0>	D	logical reasoning	common reasoning	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/978.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
980	What is correct Python code to generate the content of the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=208x196 at 0x7109C46FA7D0>	B	logical reasoning	code & sequence reasoning	{'source': 'MMBench', 'split': 'val', 'image_path': 'images/979.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
981	If F is sunlight, what position does H represent?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=455x375 at 0x7109C46F9B40>	A	logical reasoning	diagram reasoning	{'source': 'AI2D_TEST', 'split': 'val', 'image_path': 'images/980.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
982	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: Which model achieves the highest score in terms of Rec? Choices: (A) Transformers Agent (GPT-4) (B) LLaMA-Adapter v2-7B (C) LLaVA-7B (D) LLaVA-13B (LLaMA-2)	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1910x1056 at 0x7109C46F9030>	D	logical reasoning	diagram reasoning	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/981.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
983	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: Which Shape is missing? Choices: (A) A (B) B (C) C (D) D	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2028x816 at 0x7109C46FA500>	B	logical reasoning	code & sequence reasoning	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/982.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
984	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: What number is shown? Choices: (A) 9333 (B) 9335 (C) 935 (D) 335	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=637x279 at 0x7109C46FAE90>	B	logical reasoning	code & sequence reasoning	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/983.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
985	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: Do you see the figures inside these boxes? They form a pattern. Choose the figure in the answer row below that continues the pattern. Choices: (A) 0 (B) 1 (C) 2 (D) 4	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=868x378 at 0x7109C46F8CA0>	C	logical reasoning	code & sequence reasoning	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/984.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
986	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: What number is shown? Choices: (A) 9597 (B) 9567 (C) 6567 (D) 9667	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=637x285 at 0x7109C46FBF70>	B	logical reasoning	code & sequence reasoning	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/985.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
987	what python code is gonna generate the result as shown in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x49 at 0x7109C46FB3D0>	D	logical reasoning	code & sequence reasoning	{'source': 'MMBench', 'split': 'val', 'image_path': 'images/986.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
988	Which two teams will take part in this game?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=383x512 at 0x7109C46F90C0>	A	logical reasoning	common reasoning	{'source': 'MMBench', 'split': 'val', 'image_path': 'images/987.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
989	What is the most likely purpose of this poster?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=194x259 at 0x7109C46FA7D0>	C	logical reasoning	common reasoning	{'source': 'MMBench', 'split': 'val', 'image_path': 'images/988.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
990	Which Python code can generate the content of the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=452x86 at 0x7109C46F9B40>	A	logical reasoning	code & sequence reasoning	{'source': 'MMBench', 'split': 'val', 'image_path': 'images/989.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
991	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: Which picture has the least leaves? Choices: (A) Both (B) Compound (C) Simple (D) Neither	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=400x300 at 0x7109C46F9030>	C	logical reasoning	common reasoning	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/990.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
992	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: If frogs were removed from this environment what animal would potentially see an increase in its population? Choices: (A) crickets (B) deer (C) snakes (D) hawks	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=518x405 at 0x7109C46FA500>	A	logical reasoning	common reasoning	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/991.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
993	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: Subtract all large gray things. Subtract all small brown metallic balls. How many objects are left? Choices: (A) 0 (B) 2 (C) 1 (D) 3	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=320x240 at 0x7109C46FAE90>	B	logical reasoning	common reasoning	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/992.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
994	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: Does the first symbol in the legend represent the smallest category ? Choices: (A) Yes (B) No (C) nan (D) nan	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=775x560 at 0x7109C46F8CA0>	A	logical reasoning	diagram reasoning	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/993.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
995	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: What is the value of the smallest individual bar in the whole chart? Choices: (A) 0 (B) 10 (C) 20 (D) 4	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=448x448 at 0x7109C46FBF70>	C	logical reasoning	diagram reasoning	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/994.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
996	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: Calculate the missing value. Choices: (A) 1 (B) 2 (C) 3 (D) 4	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=890x756 at 0x7109C46FB3D0>	A	logical reasoning	code & sequence reasoning	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/995.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
997	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: Choose the answer. Choices: (A) A (B) B (C) C (D) D	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=424x637 at 0x7109C46F90C0>	A	logical reasoning	common reasoning	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/996.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
