,image_id,qid,question_type,question_en,answers,multiple_choice_answer,answer_type,question_kr,Unnamed: 0.2,category,l2_category,options,Unnamed: 0.1,Unnamed: 0,index
139,,239,,"where is the cat?
 ",,,choice,고양이가 어디에 있나요?,155.0,fine-grained perception,localization," A: top-right 오른쪽 상단, B: top-left 왼쪽 상단, C: bottom-left 왼쪽 하단, D: bottom-right 오른쪽 하단",,,
140,,3,,"What feeling is represented in this image?
 ",,,choice,이 이미지에서 표현된 감정은 무엇인가요?,157.0,coarse perception,image emotion,"A: engaged 몰입한, B: disordered 무질서한, C: angry 화난, D: supportive 지지하는",,,
141,,931,,"A surveyor needs to know the distance between points C and B in Figure 2.17. A building obscures the view directly between the two points. Setting up at the end of the building at point A, the surveyor measures the two distances AC and AB, and the interior angle at A. What is the desired distance, CB?<image 1>
 ",,,choice,"측량사는 그림 2.17에서 점 C와 점 B 사이의 거리를 알아야 한다. 건물이 두 점 사이의 시야를 직접 가리므로 차단된다. 건물의 끝에 있는 A 지점에 설치하고, 측량사는 AC와 AB 두 거리와 A에서의 내각을 측정한다. 원하는 거리 CB는 얼마인가?",159.0,math,geometry,A: Distance CB = 748.50' C와 B 사이의 거리 = 748.50' B: Distance CB = 748.70' C와 B 사이의 거리 = 748.70' C: Distance CB = 748.60' C와 B 사이의 거리 = 748.60' D: Distance CB = 748.40' C와 B 사이의 거리 = 748.40',,,
142,,93,,"What is the overall theme of the image?
 ",,,choice,그 이미지의 전반적인 주제는 무엇입니까?,160.0,coarse perception,image scene and topic,"A: Fashion 패션, B: Wildlife 야생동물, C: Nature 자연, D: Photography 사진",,,
143,,336,,"Does the man have any facial hair?
 ",,,choice,그 남자에게 얼굴 털이 있나요?,161.0,fine-grained perception,recognition,"A: No, 아니오, B: Yes, a mustache 네, 콧수염이 있습니다, C: Yes, a full beard 네, 전면 수염이 있습니다, D: Yes, slight stubble 네, 약간의 잔털이 있습니다",,,
144,,705,,"What is correct Python code to generate the content of the image?
 ",,,choice,이미지의 내용을 생성하기 위한 올바른 파이썬 코드는 무엇입니까?,164.0,logical reasoning,code & sequence reasoning," A: def myfunc():\n x = 300\n def myinnerfunc():\n print(x)\n myinnerfunc()\n\nmyfunc() (한국어 번역: 이 코드는 x 값을 출력하기 위해 중첩 함수를 정의하고 호출합니다.), B: thisdict = {\n ""brand"": ""Ford"",\n ""model"": ""Mustang"",\n ""year"": 1964\n}\n\nprint(len(thisdict)) (한국어 번역: 이 코드는 딕셔너리를 생성하고 길이를 출력합니다.), C: x = min(5, 10, 25)\ny = max(5, 10, 25)\n\nprint(x)\nprint(y) (한국어 번역: 이 코드는 최소값과 최대값을 계산하고 출력합니다.), D: class Person:\n def __init__(self, name, age):\n self.name = name\n self.age = age\n\np1 = Person(""John"", 36)\n\nprint(p1.name)\nprint(p1.age) (한국어 번역: 이 코드는 이름과 나이를 가진 Person 클래스를 정의하고 인스턴스의 이름과 나이를 출력합니다.)",,,
145,,766,,"If you were to sit on the chair closest to the window, which color would the chair be?
 ",,,choice,창문에 가장 가까운 의자에 앉는다면 의자는 어떤 색일까요?,165.0,logical reasoning,common reasoning,"A: Green 초록색, B: Blue 파란색, C: Red 빨간색, D: White 흰색",,,
146,,884,,"The diagram above represents the cycle of the Earth around the Sun, what letter represents Summer Solstice?
 ",,,choice,위의 도표는 지구가 태양 주위를 도는 주기를 나타냅니다. 여름 하지에 해당하는 문자는 무엇입니까?,166.0,logical reasoning,diagram reasoning,"A: D 디, B: C 씨, C: B 비, D: A 에이",,,
147,,538,,"Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?
 ",,,choice,각 샘플에 포함된 입자들의 평균 운동에너지를 비교하시오. 어느 샘플의 온도가 더 높습니까?,167.0,instance reasoning,cross-instance relation reasoning,"A: sample B 샘플 B, B: sample A 샘플 A, C: neither; the samples have the same temperature 어느 쪽도 아니다; 두 샘플은 같은 온도이다, D: nan 숫자가 아님",,,
148,,379,,"What is the color of the eye in the mask in the image?
 ",,,choice,이미지 속 가면의 눈 색깔은 무엇입니까?,168.0,fine-grained perception,recognition,"A: Blue and green 파란색과 초록색, B: Purple and pink 보라색과 분홍색, C: Brown and black 갈색과 검은색, D: Yellow and black 노란색과 검은색",,,
149,,279,,"How many people are holding the flag in the street?
 ",,,choice,거리에서 깃발을 들고 있는 사람은 몇 명인가요?,170.0,fine-grained perception,object counting,"A: 3 삼, B: 2 이, C: 1 일, D: Cannot be determined 알 수 없음",,,
150,,165,,"What art style is evident in this image?
 ",,,choice,이 이미지에서 나타나는 미술 스타일은 무엇입니까?,171.0,coarse perception,image style & quality,"A: watercolor 수채화, B: photography 사진, C: vector art 벡터 아트, D: pencil 연필",,,
151,,1104,,"Given the adjacency matrix of a weighted undirected graph as follows, the total weight of its minimum spanning tree is:<image 1>
 ",,,choice,"다음과 같은 가중치를 갖는 무향 그래프의 인접 행렬이 주어졌을 때, 그 최소 신장 트리의 총 가중치는 얼마입니까? <image 1>",172.0,math,statistical reasoning,"A: 22 이십이, B: 20 이십, C: 15 십오, D: 8 팔",,,
152,,86,,"What is the most prominent feature in the image?
 ",,,choice,이미지에서 가장 두드러진 특징은 무엇인가요?,173.0,coarse perception,image scene and topic," A: The skyline 스카이라인, B: The golf course 골프 코스, C: The trees 나무들, D: The person 사람",,,
153,,174,,"Which category does this image belong to?
 ",,,choice,이 이미지는 어떤 카테고리에 속하나요?,174.0,coarse perception,image style & quality,"A: oil painting 유화, B: sketch 스케치, C: digital art 디지털 아트, D: photo 사진",,,
154,,1092,,"Which operation of fractions is represented by this formula?
 ",,,choice,이 수식이 나타내는 분수의 연산은 무엇입니까?,175.0,math,numeric commonsense and calculation,"A: Add 덧셈, B: Subtract 뺄셈, C: Multiply 곱셈, D: Devide 나눗셈",,,
155,,767,,"In nature, what's the relationship between these two creatures?
 ",,,choice,자연에서 이 두 생물 사이의 관계는 무엇인가요?,176.0,logical reasoning,common reasoning,"A: Predatory relationships 포식 관계, B: Competitive relationships 경쟁 관계, C: Parasitic relationships 기생 관계, D: Symbiotic relationship 공생 관계",,,
156,,805,,"What will happen next?
 ",,,choice,다음에 무슨 일이 일어날까요?,177.0,logical reasoning,common reasoning," A: the person is gonna fall off the ladder 그 사람이 사다리에서 떨어질 거야, B: the person is gonna stand still on the ladder 그 사람은 사다리 위에서 가만히 있을 거야, C: someone is gonna come and hold the ladder 누군가 와서 사다리를 잡아줄 거야, D: both A,B, and C A, B, C 모두",,,
157,,527,,"Which picture depicts cell division?
 ",,,choice,어떤 그림이 세포 분열을 묘사하고 있습니까?,179.0,instance reasoning,cross-instance attribute reasoning,"A: B 비, B: A 에이, C: C 씨, D: {}",,,
158,,38,,"What is the color of the majority of objects in the image?
 ",,,choice,이미지 속 다수의 물체의 색은 무엇입니까?,180.0,coarse perception,image scene and topic,"A: White 흰색, B: Gray 회색, C: Blue 파란색, D: Green 초록색",,,
159,,19,,"Which mood does this image convey?
 ",,,choice,이 이미지가 전달하는 분위기는 무엇입니까?,181.0,coarse perception,image emotion,"A: Sad 슬픈, B: Cozy 아늑한, C: Happy 행복한, D: Angry 화난",,,
160,,519,,"Which of the following statements match the image?
 ",,,choice,다음 중 이미지와 일치하는 진술은 무엇입니까?,182.0,instance reasoning,cross-instance attribute reasoning,"A: A triangle is to the left of a pentagon., B: A blue pentagon is to the right of a gray pentagon., C: A blue square is to the left of a blue pentagon., D: A blue pentagon is to the left of a gray shape. A: 삼각형이 오각형의 왼쪽에 있다., B: 파란 오각형이 회색 오각형의 오른쪽에 있다., C: 파란 정사각형이 파란 오각형의 왼쪽에 있다., D: 파란 오각형이 회색 도형의 왼쪽에 있다.",,,
161,,246,,"How many apples are there in the image? And how many bananas are there?
 ",,,choice,이미지에는 사과가 몇 개 있나요? 그리고 바나나가 몇 개 있나요?,184.0,fine-grained perception,object counting,"A: 3 apples and 1 bananas 사과 3개와 바나나 1개, B: 3 apples and 2 bananas 사과 3개와 바나나 2개, C: 1 apples and 1 bananas 사과 1개와 바나나 1개, D: 2 apples and 1 bananas 사과 2개와 바나나 1개",,,
162,,123,,"What kind of weather is depicted in the picture?
 ",,,choice,사진에 묘사된 날씨는 어떤 모습인가요?,185.0,coarse perception,image scene and topic,"A: sunny 맑음, B: rainy 비 오는, C: windy 바람 부는, D: snowy 눈 오는",,,
163,,56,,"What is the main color of the image?
 ",,,choice,이미지의 주요 색상은 무엇입니까?,186.0,coarse perception,image scene and topic," A: Red 빨간색, B: Green 초록색, C: Black 검은색, D: White 흰색",,,
164,,653,,"What's the profession of the people in this picture?
 ",,,choice,이 사진 속 사람들의 직업은 무엇입니까?,187.0,instance reasoning,single-instance reasoning,"A: mason 석공, B: postman 우편배달원, C: pilot 조종사, D: policeman 경찰관",,,
165,,94,,"What is the overall theme of this image?
 ",,,choice,이 이미지의 전반적인 주제는 무엇인가요?,188.0,coarse perception,image scene and topic,"A: Sports 스포츠, B: Sunset 일몰, C: Nature 자연, D: Kids playing 아이들이 노는 모습",,,
166,,373,,"What is the color of the ball closest to the man?
 ",,,choice,그 남자와 가장 가까운 공의 색은 무엇입니까?,189.0,fine-grained perception,recognition,"A: White 흰색, B: Red 빨간색, C: Blue 파란색, D: Brown 갈색",,,
167,,33,,"What color dominates the logo seen on the wall?
 ",,,choice,벽에 보이는 로고의 주된 색상은 무엇입니까?,190.0,coarse perception,image scene and topic,"A: Red 빨간색, B: Black and White 검은색과 흰색, C: Yellow 노란색, D: Blue 파란색",,,
168,,92,,"What is the overall theme of the image?
 ",,,choice,그 이미지를 전반적으로 나타내는 주제는 무엇입니까?,192.0,coarse perception,image scene and topic,"A: Beach vacation 해변 휴가, B: Athletic lifestyle 운동적인 생활 방식, C: Summer fashion 여름 패션, D: Urban street style 도시 스트리트 스타일",,,
169,,378,,"What is the color of the ears on the dessert item located in the bottom right of the image?
 ",,,choice,이미지의 오른쪽 아래에 위치한 디저트 아이템의 귀 색은 무엇입니까?,193.0,fine-grained perception,recognition,"A: Red, B: Brown, C: Black, D: White A: 빨간색, B: 갈색, C: 검정색, D: 흰색",,,
170,,410,,"What is the main item on the counter in the image?
 ",,,choice,사진 속 카운터에 있는 주요 아이템은 무엇입니까?,194.0,fine-grained perception,recognition,"A: A cup of ice cream on a counter with a cone on top 위에 콘이 얹힌 카운터 위의 아이스크림 컵, B: Two ice cream cones sitting next to each other 두 개의 아이스크림 콘이 서로 나란히 놓여 있다, C: A coffee cup with whipped cream on top 윗면에 휘핑 크림이 얹힌 커피 잔, D: A cup of ice cream with different flavors 다른 맛의 아이스크림 한 컵",,,
171,,814,,"Which corner doesn't have any food?
 ",,,choice,어떤 모서리에는 음식이 없나요?,195.0,logical reasoning,common reasoning,"A: top-right 오른쪽 위, B: top-left 왼쪽 위, C: bottom-left 왼쪽 아래, D: bottom-right 오른쪽 아래",,,
172,,55,,"What is the main activity happening in this image?
 ",,,choice,이 이미지에서 주된 활동은 무엇인가요?,196.0,coarse perception,image scene and topic,A: A couple of men are playing soccer 남자 두 명이 축구를 하고 있다 B: A group of people are having a picnic in the park 공원에서 사람들이 피크닉을 하고 있다 C: Two men are playing cricket 두 남자들이 크리켓을 하고 있다 D: A group of people are playing volleyball 한 무리의 사람들이 배구를 하고 있다,,,
173,,368,,What color is the text in the image? ,,,choice,이미지의 텍스트 색상은 무엇입니까?,0.0,fine-grained perception,recognition,"A: White 흰색, B: Blue 파란색, C: Black 검은색, D: Grey 회색",0.0,0.0,
