,qid,category,l2_category,question_en,options,answer_type,question_kr,Unnamed: 0.1,Unnamed: 0,answer,score,index,question_type,image_id,answers,multiple_choice_answer
442,418275003,,,"Question: Is the bottle half full? Answer the question using a single word or phrase. 
Answer:",,text,질문: 병이 반쯤 차 있나요? 한 단어나 구로 질문에 답하십시오. 답:,,,,,,is the,COCO_val2014_000000418275.jpg,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 10}]",yes
666,207275011,,,"Question: What game is he playing? Answer the question using a single word or phrase. 
Answer:",,text,질문: 그가 어떤 게임을 하고 있나요? 한 단어나 구로 답하십시오. 답:,,,,,,what,COCO_val2014_000000207275.jpg,"[{'answer': 'nintendo wii', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'wii', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'wii', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'wii', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'wii', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'wi', 'answer_confidence': 'no', 'answer_id': 6}, {'answer': 'wii', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'wii', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'wii', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'wii', 'answer_confidence': 'maybe', 'answer_id': 10}]",wii
621,147309005,,,"Question: Is this a fancy desert? Answer the question using a single word or phrase. 
Answer:",,text,질문: 이것은 멋진 사막인가요? 한 단어나 구절로 질문에 답하십시오. 답:,,,,,,is this a,COCO_val2014_000000147309.jpg,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",yes
801,424258002,,,"Question: What are the plants inside of? Answer the question using a single word or phrase. 
Answer:",,text,안에 있는 식물들은 무엇입니까? 한 단어나 구로 답하십시오.,,,,,,what are the,COCO_val2014_000000424258.jpg,"[{'answer': 'pot', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'pots', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'planters', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'cedar planters', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'wooden tubs', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'wooden barrel', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'barrels', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'barrels', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'planters', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'containers', 'answer_confidence': 'yes', 'answer_id': 10}]",barrels
216,487076005,,,"Question: What color is the fire hydrant? Answer the question using a single word or phrase. 
Answer:",,text,질문: 소화전은 무슨 색입니까? 한 단어나 구로 질문에 대답하십시오. 답:,,,,,,what color is the,COCO_val2014_000000487076.jpg,"[{'answer': 'red', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': 'yellow', 'answer_confidence': 'no', 'answer_id': 2}, {'answer': 'yellow', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yellow', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yellow', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yellow', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yellow', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yellow', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yellow', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yellow', 'answer_confidence': 'maybe', 'answer_id': 10}]",yellow
97,282046012,,,"Question: Is the sand wet? Answer the question using a single word or phrase. 
Answer:",,text,질문: 모래가 젖었나요? 한 단어나 구절로 답하십시오. 답:,,,,,,is the,COCO_val2014_000000282046.jpg,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 10}]",no
748,534252001,,,"Question: What is the dog looking at? Answer the question using a single word or phrase. 
Answer:",,text,질문: 개가 무엇을 보고 있나요? 한 단어 또는 구절로 답하십시오.,,,,,,what is the,COCO_val2014_000000534252.jpg,"[{'answer': 'sandals', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'shoes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'shoe', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'sandals', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'shoes', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'sandal', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'sandal', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'shoe', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'shoes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'sandal', 'answer_confidence': 'yes', 'answer_id': 10}]",sandal
205,122672003,,,"Question: What is this man doing? Answer the question using a single word or phrase. 
Answer:",,text,질문: 이 남자는 무엇을 하고 있습니까? 한 단어나 구절로 대답하십시오.,,,,,,what is this,COCO_val2014_000000122672.jpg,"[{'answer': 'surfing', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'surfing', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'surfing', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'surfing', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'surfing', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'surfing', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'surfing', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'surfing', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'surfing', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'surfing', 'answer_confidence': 'yes', 'answer_id': 10}]",surfing
970,437738050,,,"Question: What color is the sky? Answer the question using a single word or phrase. 
Answer:",,text,질문: 하늘의 색은 무엇입니까? 한 단어나 구로 답하십시오.,,,,,,what color is the,COCO_val2014_000000437738.jpg,"[{'answer': 'gray', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'gray', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'gray', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'gray and white', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'gray', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'gray', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'gray', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'gray', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 10}]",gray
837,319721003,,,"Question: What color is the horse's nose? Answer the question using a single word or phrase. 
Answer:",,text,질문: 말의 코는 어떤 색입니까? 한 단어 또는 구로 답하십시오.,,,,,,what color is the,COCO_val2014_000000319721.jpg,"[{'answer': 'pink', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'white', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'pink', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'white', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'pink', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'white', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'pink', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'pink', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'pink', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'pink', 'answer_confidence': 'yes', 'answer_id': 10}]",pink
99,235252017,,,"Question: Is this a picnic area? Answer the question using a single word or phrase. 
Answer:",,text,이곳은 피크닉 공간인가요?,,,,,,is this a,COCO_val2014_000000235252.jpg,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",no
21,156397004,,,"Question: How many animals are in the picture? Answer the question using a single word or phrase. 
Answer:",,text,질문: 그림에는 동물이 몇 마리 있나요? 하나의 단어나 구로 답하십시오.,,,,,,how many,COCO_val2014_000000156397.jpg,"[{'answer': '20', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '30', 'answer_confidence': 'maybe', 'answer_id': 2}, {'answer': 'many', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '30', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': '30', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': '25', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': '26', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': '32', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': '26', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': '50', 'answer_confidence': 'yes', 'answer_id': 10}]",30
246,75990007,,,"Question: What kind of hat is he wearing? Answer the question using a single word or phrase. 
Answer:",,text,질문: 그가 쓰고 있는 모자는 어떤 종류의 모자입니까? 한 단어나 구로 답하십시오.,,,,,,what kind of,COCO_val2014_000000075990.jpg,"[{'answer': 'sun hat', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': 'cowboy hat', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'cowboy', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'straw/cowboy', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'white', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'cowboy', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'cowboy', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'desert hat', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'safari hat', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'cowboy', 'answer_confidence': 'maybe', 'answer_id': 10}]",cowboy
68,100199001,,,"Question: How many different meats are on this pizza? Answer the question using a single word or phrase. 
Answer:",,text,질문: 이 피자에는 서로 다른 고기가 몇 가지나 들어 있나요? 한 단어나 한 구절로 답하십시오.,,,,,,how many,COCO_val2014_000000100199.jpg,"[{'answer': '2', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '2', 'answer_confidence': 'maybe', 'answer_id': 2}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '2', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '2', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 10}]",2
788,387434001,,,"Question: What is the wall made of? Answer the question using a single word or phrase. 
Answer:",,text,질문: 벽은 무엇으로 만들어져 있나요? 한 단어나 구로 답하십시오.,,,,,,what is the,COCO_val2014_000000387434.jpg,"[{'answer': 'wood', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'wood', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'wood', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'wood', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'wood', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'wood paneling', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'paneling', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'wood', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'wood', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'wood', 'answer_confidence': 'yes', 'answer_id': 10}]",wood
590,568426010,,,"Question: Would this dessert be sweet? Answer the question using a single word or phrase. 
Answer:",,text,질문: 이 디저트가 달콤할까요? 한 단어나 구절로 질문에 답하십시오. 답:,,,,,,none of the above,COCO_val2014_000000568426.jpg,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",no
288,173057001,,,"Question: How many floors on this building? Answer the question using a single word or phrase. 
Answer:",,text,질문: 이 건물의 층수는 몇 층입니까? 한 단어나 구로 답해 주세요.,,,,,,how many,COCO_val2014_000000173057.jpg,"[{'answer': '2', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '2', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 10}]",3
328,225312007,,,"Question: Is there a flip phone in this scene? Answer the question using a single word or phrase. 
Answer:",,text,질문: 이 장면에 플립폰이 있나요? 한 단어나 구로 대답하십시오.,,,,,,is there a,COCO_val2014_000000225312.jpg,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 10}]",no
83,220446000,,,"Question: Is the space in ill repair? Answer the question using a single word or phrase. 
Answer:",,text,질문: 공간이 형편없이 보수되어 있나요? 한 단어나 구로 답하십시오. 답:,,,,,,is the,COCO_val2014_000000220446.jpg,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",yes
